0.00000000,0.00000000,0.88074900,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.55281651,0.31088814,0.08020116,-0.24046309,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.88076645,0.00008519,0.00005238,-0.00000143,0.99999999,0.00000252,-0.00003207,0.00000334,0.00000971,0.00082242,-0.00006532,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.55252697,0.30962335,0.07943169,-0.24019624,-0.00014262,0.00022672,-0.00000489,0.00004136,0.00006264,-0.00020616,-0.00061271,-0.00012200,0.00003674,-0.00007537,0.00008122,-0.00006264,0.00005398,0.00061271
0.00000000,0.00000000,0.88088857,0.00068153,0.00041904,-0.00001215,0.99999968,0.00002014,-0.00025656,0.00002668,0.00007770,0.00657937,-0.00052260,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.55050019,0.30076979,0.07404543,-0.23832830,-0.00114093,0.00181375,-0.00003913,0.00033087,0.00050112,-0.00164931,-0.00490164,-0.00097597,0.00029391,-0.00060299,0.00064977,-0.00050112,0.00043186,0.00490165
0.00000000,0.00000000,0.88122004,0.00230017,0.00141427,-0.00004124,0.99999635,0.00006799,-0.00086587,0.00009005,0.00026223,0.02220536,-0.00176376,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.54499891,0.27673869,0.05942557,-0.23325818,-0.00385063,0.00612142,-0.00013207,0.00111667,0.00169126,-0.00556640,-0.01654304,-0.00329390,0.00099196,-0.00203508,0.00219297,-0.00169129,0.00145753,0.01654309
0.00000000,0.00000000,0.88186555,0.00545222,0.00335233,-0.00009790,0.99997951,0.00016116,-0.00205244,0.00021346,0.00062157,0.05263493,-0.00418077,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.53428591,0.22994130,0.03095533,-0.22338478,-0.00912742,0.01451003,-0.00031304,0.00264693,0.00400892,-0.01319444,-0.03921312,-0.00780776,0.00235131,-0.00482389,0.00519815,-0.00400898,0.00345487,0.03921324
0.00000000,0.00000000,0.88292976,0.01064867,0.00654740,-0.00019129,0.99992185,0.00031476,-0.00400868,0.00041691,0.00121401,0.10280259,-0.00816557,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.51662394,0.15278884,-0.01598210,-0.20710701,-0.01782699,0.02833990,-0.00061141,0.00516979,0.00782993,-0.02577039,-0.07658813,-0.01524952,0.00459241,-0.00942166,0.01015264,-0.00783005,0.00674780,0.07658836
0.00000000,0.00000000,0.88451735,0.01839995,0.01131332,-0.00033061,0.99976664,0.00054391,-0.00692699,0.00072043,0.00209781,0.17764288,-0.01411011,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.49027574,0.03769256,-0.08600350,-0.18282378,-0.03080503,0.04897135,-0.00105652,0.00893340,0.01353011,-0.04453124,-0.13234429,-0.02635118,0.00793568,-0.01628063,0.01754376,-0.01353032,0.01166020,0.13234468
0.00000000,0.00000000,0.88673300,0.02921498,0.01796300,-0.00052500,0.99941160,0.00086371,-0.01099980,0.00114401,0.00333125,0.28209031,-0.02240634,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.45350409,-0.12293633,-0.18372568,-0.14893399,-0.04891725,0.07776468,-0.00167772,0.01418591,0.02148532,-0.07071395,-0.21015783,-0.04184470,0.01260156,-0.02585304,0.02785884,-0.02148565,0.01851597,0.21015845
0.00000000,0.00000000,0.88673300,0.02921498,0.01796300,-0.00052500,0.99941160,0.00086371,-0.01099980,0.00114401,0.00333125,0.28209031,-0.02240634,1.55281651,-0.31088814,-0.08020116,0.24046309,-1.45350409,-0.12293633,-0.18372568,-0.14893399,-0.04891725,0.07776468,-0.00167772,0.01418591,0.02148532,-0.07071395,-0.21015783,-0.04184470,0.01260156,-0.02585304,0.02785884,-0.02148565,0.01851597,0.21015845
-0.02026800,-0.00073500,0.90937901,0.03039491,0.02469607,0.00842512,0.99919731,-0.00004805,0.00220800,-0.00316635,0.00886434,0.29222289,-0.01622533,1.32763135,-0.49931821,-0.14191595,0.23334897,-1.20655453,-0.30781767,-0.09994202,-0.17198579,-0.06601449,0.01477477,-0.00521322,0.01425391,0.02221485,0.20528989,-0.20410500,-0.02986787,-0.05808198,-0.02561776,0.06469612,-0.02221455,0.20529005,0.20410484
-0.05247000,-0.00159000,0.92636502,0.02753401,0.03925503,0.01398098,0.99875195,0.00135582,0.04110114,-0.00669234,0.02072226,0.28252211,-0.01831962,0.96465230,-0.52262485,-0.16527063,0.23761207,-0.81114995,-0.02138577,-0.11164866,-0.27956900,-0.08390472,-0.11100712,-0.01874750,0.01430902,0.01182393,0.35448572,-0.19130597,-0.00395646,-0.19757660,-0.02539806,0.16170685,-0.01182390,0.35448572,0.19130583
-0.09489200,-0.00280800,0.91660899,0.02222401,0.07124299,0.01239198,0.99713438,0.00553605,0.10309000,-0.00543231,0.03226713,0.30785328,-0.02472540,0.60315150,-0.24708381,-0.32519969,0.30692708,-0.45560899,0.52793616,0.17533650,-0.44109702,-0.08658245,-0.34455171,-0.02184700,0.18795909,-0.00841294,0.38519773,-0.09542116,0.02171825,-0.43225914,0.07594564,0.34978813,0.00841312,0.38519767,0.09542116
-0.14482500,-0.00016100,0.89505303,0.03208214,0.12000304,0.00933295,0.99221112,0.00727650,0.16671342,-0.00114339,0.02120453,0.30617881,-0.02560476,0.42437169,-0.03548991,-0.78459853,0.34398589,-0.41502377,0.46991158,0.61449015,-0.36641893,-0.11781534,-0.70644325,-0.03864301,0.52570891,-0.01263262,0.38034159,-0.06872892,-0.00791785,-0.76708084,0.09983677,0.62557304,0.01263277,0.38034165,0.06872913
-0.18835200,0.00325000,0.83764899,0.02621603,0.17992997,0.01050901,0.98327386,0.02683858,0.19736682,-0.00977007,0.01322087,0.12983717,-0.01206603,0.34336057,-0.17634059,-1.26537597,0.29060504,-0.49559569,0.10339861,1.07615459,-0.22929420,-0.11072119,-1.07306397,-0.07626649,0.81970018,-0.01182204,0.33924046,-0.04924108,0.00728988,-1.12806094,0.06678744,0.87396502,0.01182205,0.33924055,0.04924085
-0.21357900,0.00614200,0.76353002,0.02444303,0.22685003,0.00999099,0.97357166,0.02782244,0.16439296,-0.01016586,0.00926124,-0.03246997,-0.03058564,0.32718825,-0.51264721,-1.55693078,0.23426494,-0.08046954,-0.95753068,1.52692246,-0.17824401,-0.09226146,-1.36304080,-0.09905831,1.07285583,0.00141277,0.20371319,-0.08767752,0.00867928,-1.42753446,0.05152884,1.12023413,-0.00141302,0.20371327,0.08767792
-0.22032800,0.00376800,0.66174197,0.01966304,0.21475490,0.02049595,0.97625489,0.02705046,0.11833281,-0.00646596,0.00602675,-0.08059879,-0.04219831,1.13534999,-0.41016114,-1.15621972,0.17928292,-0.84533507,-1.08051348,1.27645433,-0.24470398,-0.05247475,-1.53235388,-0.08660465,1.37481701,0.00116494,-0.08175453,-0.15247756,-0.00383447,-1.53611016,0.05436643,1.35178006,-0.00116539,-0.08175450,0.15247777
-0.23733400,0.00217700,0.62694800,0.00454295,0.04812404,0.04211998,0.99794256,0.02573417,0.13389976,-0.00225798,0.00482015,0.00647417,-0.00725835,1.28422630,-0.16726837,0.50309420,0.41332409,-1.28422654,-0.16726848,-0.50309438,-0.14703569,-0.00082926,-1.25095248,-0.06487083,1.52946699,-0.00811799,-0.14532219,-0.14530601,-0.00971960,-1.27936506,0.00765754,1.51320899,0.00811817,-0.14532223,0.14530586
-0.27751899,0.00517500,0.62431401,-0.01024103,-0.06551999,0.04748005,0.99666840,0.02214328,0.05569466,0.00969956,0.00709896,-0.12560514,-0.02292018,0.88532197,-0.59861547,1.45091879,0.70938903,-0.74956185,-0.43414950,-1.57266867,-0.79229319,0.00960371,-1.06536186,-0.12360819,1.55965686,-0.00725318,-0.14443764,-0.09817306,0.01655976,-1.11672390,0.02147948,1.57235634,0.00725308,-0.14443797,0.09817287
-0.27430800,0.01424200,0.72588497,-0.00349200,-0.21020190,0.02104497,0.97742523,-0.02109423,0.03771630,0.02947317,0.01073202,-0.05781562,-0.06924001,0.34221750,-0.91404361,1.38712442,0.72708899,0.32903481,-0.69244540,-1.39342272,-0.87635487,-0.07474139,-0.50250745,-0.19225298,1.21295202,-0.00041776,0.03423857,0.02532791,0.09762485,-0.56125981,0.12984325,1.27057791,0.00041799,0.03423876,-0.02532800
-0.26454899,0.02212800,0.91227901,0.00096500,-0.40319995,-0.00780702,0.91507810,-0.03151990,0.01148266,0.01881500,0.00626536,0.48723215,-0.06415955,0.19015580,-0.77886891,0.73799002,0.86754304,0.48211125,-0.59356558,-0.63473451,-0.94710118,-0.23727761,0.21102501,-0.23149058,0.69534016,-0.04037711,0.44662955,0.04668250,0.22447623,0.19531785,0.18835354,0.73332906,0.04037713,0.44662943,-0.04668241
-0.35500801,0.02700400,1.04227901,0.01445901,-0.49843312,-0.03830910,0.86596061,-0.02469799,0.04683783,0.03503968,0.01694713,0.45487937,-0.05149114,0.14841980,-0.86465621,0.00242710,1.04918301,-0.03225175,-0.65620744,0.17625630,-1.04021680,-0.31762609,-0.16387515,-0.17159969,1.30476296,-0.04038178,0.33097190,0.34072468,0.21826704,-0.14706497,0.15903574,1.45500600,0.04038188,0.33097211,-0.34072477
